id,kodas,name
darbo_kodas_360, 3331,1 - Muitinės dokumentų tvarkymo ir prekių vežimo agentai
darbo_kodas_361, 3332,2 - Konferencijų ir renginių planuotojai
darbo_kodas_362, 3333,3 - Įdarbinimo agentai ir darbo sutarčių sudarytojai
darbo_kodas_363, 3334,4 - Nekilnojamojo turto agentai ir pardavėjai
darbo_kodas_364, 3339,9 - Kitur nepriskirti verslo paslaugų agentai
darbo_kodas_365, 3341,1 - Vyresnieji raštinės darbuotojai
darbo_kodas_366, 3342,2 - Teisės institucijų sekretoriai
darbo_kodas_367, 3343,3 - Administravimo ir vykdomieji sekretoriai
darbo_kodas_368, 3344,4 - Medicinos sekretoriai
darbo_kodas_369, 3351,1 - Muitinės ir pasienio inspektoriai
darbo_kodas_370, 3352,2 - Mokesčių tarnybų jaunesnieji specialistai
darbo_kodas_371, 3353,3 - Socialinių išmokų specialistai
darbo_kodas_372, 3354,4 - Licencijų išdavimo specialistai
darbo_kodas_373, 3355,5 - Policijos specialistai ir tyrėjai
darbo_kodas_374, 3359,9 - Kitur nepriskirti jaunesnieji valstybės tarnybų specialistai
darbo_kodas_375, 3411,1 - Jaunesnieji teisės ir giminiškų profesijų specialistai
darbo_kodas_376, 3412,2 - Jaunesnieji socialiniai darbuotojai
darbo_kodas_377, 3413,3 - Jaunesnieji religijos profesijų specialistai
darbo_kodas_378, 3421,1 - Sportininkai ir žaidėjai
darbo_kodas_379, 3422,"2 - Sporto treneriai, instruktoriai ir teisėjai"
darbo_kodas_380, 3423,3 - Kūno rengybos ir poilsio instruktoriai bei programų vadovai
darbo_kodas_381, 3431,1 - Fotografai
darbo_kodas_382, 3432,2 - Interjero dizaineriai ir dekoratoriai
darbo_kodas_383, 3433,"3 - Galerijų, muziejų ir bibliotekų technikai"
darbo_kodas_384, 3434,4 - Vyriausieji virėjai
darbo_kodas_385, 3435,5 - Kiti jaunesnieji meno ir kultūros specialistai
darbo_kodas_386, 3511,1 - Informacinių technologijų ir ryšių sistemų eksploatavimo technikai
darbo_kodas_387, 3512,2 - Pagalbos informacinių technologijų ir ryšių sistemų naudotojams technikai
darbo_kodas_388, 3513,3 - Kompiuterių tinklų ir sistemų technikai
darbo_kodas_389, 3514,4 - Saityno technikai
darbo_kodas_390, 3521,1 - Transliavimo ir garso bei vaizdo sistemų technikai
darbo_kodas_391, 3522,2 - Telekomunikacijų inžinerijos technikai
darbo_kodas_392, 4110,"0 - Tarnautojai, atliekantys bendras funkcijas"
darbo_kodas_393, 4120,"0 - Sekretoriai, atliekantys bendras funkcijas"
darbo_kodas_394, 4131,1 - Mašininkai ir tekstų tvarkybos operatoriai
darbo_kodas_395, 4132,2 - Duomenų įvesties operatoriai
darbo_kodas_396, 4211,1 - Bankų kasininkai ir giminiškų profesijų tarnautojai
darbo_kodas_397, 4212,"2 - Lažybų tarpininkai, lošimo namų tarnautojai ir panašūs lošimų tarnautojai"
darbo_kodas_398, 4213,3 - Lombardų tarnautojai ir pinigų skolintojai
darbo_kodas_399, 4214,4 - Skolų išieškotojai ir giminiškų profesijų tarnautojai
darbo_kodas_400, 4221,1 - Kelionių konsultantai ir tarnautojai
darbo_kodas_401, 4222,2 - Nuotolinio klientų informavimo tarnautojai
darbo_kodas_402, 4223,3 - Telefonų skirstiklių operatoriai
darbo_kodas_403, 4224,4 - Viešbučių registratoriai
darbo_kodas_404, 4225,5 - Atsakymų į užklausas ir informavimo tarnautojai
darbo_kodas_405, 4226,"6 - Klientų priėmimo tarnautojai, atliekantys bendras funkcijas"
darbo_kodas_406, 4227,7 - Apklausų atlikėjai
darbo_kodas_407, 4229,9 - Kitur nepriskirti klientų informavimo tarnautojai
darbo_kodas_408, 4311,1 - Apskaitos ir buhalterijos tarnautojai
darbo_kodas_409, 4312,"2 - Statistikos, finansų ir draudimo tarnautojai"
darbo_kodas_410, 4313,3 - Darbo užmokesčio apskaitos tarnautojai
darbo_kodas_411, 4321,1 - Sandėliavimo tarnybos tarnautojai
darbo_kodas_412, 4322,2 - Tiekimo tarnautojai
darbo_kodas_413, 4323,3 - Transporto tarnautojai
darbo_kodas_414, 4411,1 - Bibliotekų tarnautojai
darbo_kodas_415, 4412,2 - Paštininkai ir giminiškų profesijų tarnautojai
darbo_kodas_416, 4413,"3 - Informacijos kodavimo, korektūros ir kitokios tvarkybos tarnautojai"
darbo_kodas_417, 4414,4 - Raštininkai ir giminiškų profesijų tarnautojai
darbo_kodas_418, 4415,5 - Kartotekų ir kopijavimo tarnautojai
darbo_kodas_419, 4416,6 - Darbuotojų informacijos tarnautojai
darbo_kodas_420, 4419,9 - Kitur nepriskirti tarnautojai
darbo_kodas_421, 5111,1 - Kelionių palydovai
darbo_kodas_422, 5112,2 - Transporto priemonių konduktoriai
darbo_kodas_423, 5113,3 - Kelionių vadovai
darbo_kodas_424, 5120,0 - Virėjai
darbo_kodas_425, 5131,1 - Padavėjai
darbo_kodas_426, 5132,2 - Barmenai
darbo_kodas_427, 5141,1 - Kirpėjai
darbo_kodas_428, 5142,2 - Kosmetikai ir giminiškų profesijų darbuotojai
darbo_kodas_429, 5151,"1 - Vyresnieji biurų, viešbučių ir kitų įstaigų valymo ir bendrosios priežiūros darbuotojai"
darbo_kodas_430, 5152,2 - Namų ūkio ekonomai
darbo_kodas_431, 5153,3 - Pastatų prižiūrėtojai
darbo_kodas_432, 5161,"1 - Astrologai, būrėjai ir giminiškų profesijų darbuotojai"
darbo_kodas_433, 5162,2 - Tarnai ir palydovai
darbo_kodas_434, 5163,3 - Laidojimo paslaugų darbuotojai
darbo_kodas_435, 5164,4 - Gyvūnų (augintinių) higienos ir priežiūros darbuotojai
darbo_kodas_436, 5165,5 - Vairavimo instruktoriai
darbo_kodas_437, 5169,9 - Kitur nepriskirti paslaugų asmenims darbuotojai
darbo_kodas_438, 5211,1 - Kioskų ir turgaviečių pardavėjai
darbo_kodas_439, 5212,2 - Maisto produktų gatvės pardavėjai
darbo_kodas_440, 5221,1 - Krautuvininkai
darbo_kodas_441, 5222,2 - Vyresnieji parduotuvių darbuotojai
darbo_kodas_442, 5223,3 - Parduotuvių pardavėjai
darbo_kodas_443, 5230,0 - Kasininkai ir bilietų pardavėjai
darbo_kodas_444, 5241,1 - Madų ir panašūs demonstruotojai
darbo_kodas_445, 5242,2 - Prekių demonstruotojai
darbo_kodas_446, 5243,3 - Išnešiojamosios prekybos pardavėjai
darbo_kodas_447, 5244,4 - Nuotolinės prekybos pardavėjai
darbo_kodas_448, 5245,5 - Degalinių operatoriai
darbo_kodas_449, 5246,6 - Maitinimo paslaugų prekystalių pardavėjai
darbo_kodas_450, 5249,9 - Kitur nepriskirti pardavėjai
darbo_kodas_451, 5311,1 - Vaikų priežiūros darbuotojai
darbo_kodas_452, 5312,2 - Mokytojų padėjėjai
darbo_kodas_453, 5321,1 - Asmens sveikatos priežiūros padėjėjai
darbo_kodas_454, 5322,2 - Asmens priežiūros namuose darbuotojai
darbo_kodas_455, 5329,9 - Kitur nepriskirti asmens sveikatos priežiūros darbuotojai
darbo_kodas_456, 5411,1 - Ugniagesiai
darbo_kodas_457, 5412,2 - Policijos pareigūnai
darbo_kodas_458, 5413,3 - Įkalinimo įstaigų sargybiniai
darbo_kodas_459, 5414,4 - Apsaugos darbuotojai
darbo_kodas_460, 5419,9 - Kitur nepriskirti apsaugos darbuotojai
darbo_kodas_461, 6111,1 - Kultūrinių lauko augalų ir daržovių augintojai
darbo_kodas_462, 6112,2 - Vaismedžių ir vaiskrūmių augintojai
darbo_kodas_463, 6113,"3 - Sodininkai, daržininkai, medelynų ir daigynų darbuotojai"
darbo_kodas_464, 6114,4 - Mišriųjų kultūrinių augalų augintojai
darbo_kodas_465, 6121,1 - Gyvulių augintojai
darbo_kodas_466, 6122,2 - Paukščių augintojai
darbo_kodas_467, 6123,3 - Bitininkai
darbo_kodas_468, 6129,9 - Kitur nepriskirti gyvūnų augintojai
darbo_kodas_469, 6130,0 - Kultūrinių augalų ir gyvūnų augintojai
darbo_kodas_470, 6210,0 - Miškų ūkio ir giminiškų profesijų darbuotojai
darbo_kodas_471, 6221,1 - Akvakultūros ūkio darbuotojai
darbo_kodas_472, 6222,2 - Vidaus ir priekrantės vandenų žvejai
darbo_kodas_473, 6223,3 - Giliavandenės žvejybos žvejai
darbo_kodas_474, 6224,4 - Medžiotojai
darbo_kodas_475, 6310,0 - Natūraliojo ūkio kultūrinių augalų augintojai
darbo_kodas_476, 6320,0 - Natūraliojo ūkio gyvulių augintojai
darbo_kodas_477, 6330,0 - Mišriojo natūraliojo ūkio kultūrinių augalų ir gyvulių augintojai
darbo_kodas_478, 6340,"0 - Natūraliojo ūkio žvejai, miško gėrybių ir vaistažolių rinkėjai"
darbo_kodas_479, 7111,1 - Statybininkai
darbo_kodas_480, 7112,2 - Plytų mūrininkai ir giminiškų profesijų darbininkai
darbo_kodas_481, 7113,"3 - Akmenų mūrininkai, akmenskaldžiai, akmentašiai ir raižytojai"
darbo_kodas_482, 7114,"4 - Betonuotojai, betono apdailininkai ir giminiškų profesijų darbininkai"
darbo_kodas_483, 7115,5 - Dailidės ir staliai
darbo_kodas_484, 7119,9 - Kitur nepriskirti statybininkai montuotojai ir giminiškų profesijų darbininkai
darbo_kodas_485, 7121,1 - Stogdengiai
darbo_kodas_486, 7122,2 - Grindų ir plytelių klojėjai
darbo_kodas_487, 7123,3 - Tinkuotojai
darbo_kodas_488, 7124,4 - Darbininkai izoliuotojai
darbo_kodas_489, 7125,5 - Stikliai
darbo_kodas_490, 7126,6 - Vandentiekininkai ir vamzdynų montuotojai
darbo_kodas_491, 7127,7 - Oro kondicionavimo ir šaldymo įrenginių mechanikai
darbo_kodas_492, 7131,1 - Dažytojai ir giminiškų profesijų darbininkai
darbo_kodas_493, 7132,2 - Dažytojai purškėjai ir lakuotojai
darbo_kodas_494, 7133,3 - Statybinių konstrukcijų valytojai
darbo_kodas_495, 7211,1 - Metalo liejikai ir liejimo formų gamintojai
darbo_kodas_496, 7212,2 - Suvirintojai
darbo_kodas_497, 7213,3 - Skardininkai
darbo_kodas_498, 7214,4 - Metalinių konstrukcijų ruošėjai ir montuotojai
darbo_kodas_499, 7215,5 - Takelažininkai ir lynų sujungėjai
darbo_kodas_500, 7221,"1 - Kalviai, štampuotojai ir kalimo presų operatoriai"
darbo_kodas_501, 7222,2 - Įrankininkai ir giminiškų profesijų darbininkai
darbo_kodas_502, 7223,3 - Metalo apdirbimo staklių derintojai ir operatoriai
darbo_kodas_503, 7224,"4 - Metalo poliruotojai, šlifuotojai ir įrankių galąstojai"
darbo_kodas_504, 7231,1 - Variklinių transporto priemonių mechanikai ir taisytojai
darbo_kodas_505, 7232,2 - Orlaivių variklių mechanikai ir taisytojai
darbo_kodas_506, 7233,3 - Pramonės ir žemės ūkio mašinų mechanikai ir taisytojai
darbo_kodas_507, 7234,4 - Dviračių ir panašių mechanizmų taisytojai
darbo_kodas_508, 7311,1 - Tiksliųjų prietaisų ir įrankių gamintojai ir taisytojai
darbo_kodas_509, 7312,2 - Muzikos instrumentų gamintojai ir derintojai
darbo_kodas_510, 7313,3 - Juvelyrai ir tauriųjų metalų apdirbėjai
darbo_kodas_511, 7314,"4 - Keramikai, puodžiai ir giminiškų profesijų darbininkai"
darbo_kodas_512, 7315,"5 - Stiklo dirbinių meistrai, pjaustytojai ir šlifuotojai"
darbo_kodas_513, 7316,"6 - Ženklų piešėjai, dekoruotojai, graviruotojai ir ėsdintojai"
darbo_kodas_514, 7317,"7 - Amatininkai, gaminantys dirbinius iš medienos, vytelių ir panašių medžiagų"
darbo_kodas_515, 7318,"8 - Amatininkai, gaminantys dirbinius iš tekstilės, odos ir panašių medžiagų"
darbo_kodas_516, 7319,9 - Kitur nepriskirti amatininkai
darbo_kodas_517, 7321,1 - Spausdinimo formų surinkėjai ir ruošėjai
darbo_kodas_518, 7322,2 - Spaustuvininkai
darbo_kodas_519, 7323,3 - Spaudinių apdailos darbininkai ir knygrišiai
darbo_kodas_520, 7411,1 - Pastatų ir kitokie elektrikai
darbo_kodas_521, 7412,2 - Elektromechanikai ir elektromonteriai
darbo_kodas_522, 7413,3 - Elektros linijų įrengėjai ir taisytojai
darbo_kodas_523, 7421,1 - Elektroninės įrangos mechanikai ir taisytojai
darbo_kodas_524, 7422,2 - Informacinių technologijų ir ryšių sistemų įrengėjai ir taisytojai
darbo_kodas_525, 7511,"1 - Mėsininkai, žuvų darinėtojai ir giminiškų profesijų darbininkai"
darbo_kodas_526, 7512,2 - Kepėjai ir konditeriai
darbo_kodas_527, 7513,3 - Pieno produktų gamintojai
darbo_kodas_528, 7514,"4 - Vaisių, daržovių ir panašių produktų konservuotojai"
darbo_kodas_529, 7515,5 - Maisto produktų ir gėrimų degustatoriai ir rūšiuotojai
darbo_kodas_530, 7516,6 - Tabako ruošėjai ir tabako gaminių gamintojai
darbo_kodas_531, 7521,1 - Medienos meistrai
darbo_kodas_532, 7522,2 - Baldžiai ir giminiškų profesijų darbininkai
darbo_kodas_533, 7523,3 - Medienos apdirbimo staklių derintojai ir operatoriai
darbo_kodas_534, 7531,"1 - Siuvėjai, kailininkai ir kepurininkai"
darbo_kodas_535, 7532,2 - Drabužių ir kitų gaminių sukirpėjai
darbo_kodas_536, 7533,3 - Siuvinėtojai ir giminiškų profesijų darbininkai
darbo_kodas_537, 7534,4 - Baldų apmušėjai ir giminiškų profesijų darbininkai
darbo_kodas_538, 7535,5 - Kailiadirbiai ir odininkai
darbo_kodas_539, 7536,6 - Batsiuviai ir giminiškų profesijų darbininkai
darbo_kodas_540, 7541,1 - Narai
darbo_kodas_541, 7542,2 - Sprogdintojai
darbo_kodas_542, 7543,3 - Produktų rūšiuotojai ir bandytojai (išskyrus maisto produktų ir gėrimų degustatorius ir rūšiuotojus)
darbo_kodas_543, 7544,4 - Fumigaciją atliekantys darbuotojai ir kiti kenkėjų ir piktžolių naikintojai
darbo_kodas_544, 7549,9 - Kitur nepriskirti kvalifikuoti darbininkai ir amatininkai
darbo_kodas_545, 8111,1 - Kalnakasiai ir kasybos įrenginių operatoriai
darbo_kodas_546, 8112,2 - Mineralų ir uolienų apdorojimo įrenginių operatoriai
darbo_kodas_547, 8113,3 - Gręžinių gręžėjai ir giminiškų profesijų darbininkai
darbo_kodas_548, 8114,"4 - Cemento gamybos, akmens ir kitos mineralinės žaliavos apdirbimo mašinų operatoriai"
darbo_kodas_549, 8121,1 - Metalų perdirbimo ir apdorojimo įrenginių operatoriai
darbo_kodas_550, 8122,"2 - Metalų poliravimo, elektrolitinio ir kitokio metalų paviršiaus dengimo įrenginių operatoriai"
darbo_kodas_551, 8131,1 - Cheminių gaminių gamybos įrenginių ir mašinų operatoriai
darbo_kodas_552, 8132,2 - Fotografijos gaminių gamybos mašinų operatoriai
darbo_kodas_553, 8141,1 - Guminių gaminių gamybos mašinų operatoriai
darbo_kodas_554, 8142,2 - Plastikinių gaminių gamybos mašinų operatoriai
darbo_kodas_555, 8143,3 - Popierinių gaminių gamybos mašinų operatoriai
darbo_kodas_556, 8151,"1 - Pluošto ruošimo, verpimo ir vijimo mašinų operatoriai"
darbo_kodas_557, 8152,2 - Audimo ir mezgimo mašinų operatoriai
darbo_kodas_558, 8153,3 - Siuvimo ir siuvinėjimo mašinų operatoriai
darbo_kodas_559, 8154,"4 - Balinimo, dažymo ir valymo mašinų operatoriai"
darbo_kodas_560, 8155,5 - Kailių ir odos išdirbimo mašinų operatoriai
darbo_kodas_561, 8156,6 - Avalynės ir panašių gaminių gamybos mašinų operatoriai
darbo_kodas_562, 8157,7 - Skalbimo mašinų operatoriai
darbo_kodas_563, 8159,"9 - Kitur nepriskirti tekstilės, kailio ir odos gaminių gamybos mašinų operatoriai"
darbo_kodas_564, 8160,0 - Maisto ir panašių produktų gamybos mašinų operatoriai
darbo_kodas_565, 8171,1 - Popieriaus plaušienos paruošimo ir popieriaus gamybos įrenginių operatoriai
darbo_kodas_566, 8172,2 - Medienos apdirbimo įrenginių operatoriai
darbo_kodas_567, 8181,1 - Stiklo ir keramikos gamybos įrenginių operatoriai
darbo_kodas_568, 8182,2 - Garo variklių ir katilų operatoriai
darbo_kodas_569, 8183,"3 - Pakavimo, pilstymo į butelius ir ženklinimo (etiketėmis) operatoriai"
darbo_kodas_570, 8189,9 - Kitur nepriskirti stacionariųjų įrenginių ir mašinų operatoriai
darbo_kodas_571, 8211,1 - Mechaninių mašinų surinkėjai
darbo_kodas_572, 8212,2 - Elektrinės ir elektroninės įrangos surinkėjai
darbo_kodas_573, 8219,9 - Kitur nepriskirti surinkėjai
darbo_kodas_574, 8311,1 - Lokomotyvų mašinistai
darbo_kodas_575, 8312,"2 - Geležinkelio ratstabdininkai, signalizuotojai ir iešmininkai"
darbo_kodas_576, 8321,1 - Motociklų vairuotojai
darbo_kodas_577, 8322,"2 - Lengvųjų automobilių, taksi ir furgonų vairuotojai"
darbo_kodas_578, 8331,1 - Autobusų ir troleibusų vairuotojai
darbo_kodas_579, 8332,2 - Sunkiasvorių sunkvežimių ir krovinių transporto priemonių vairuotojai
darbo_kodas_580, 8341,1 - Judamųjų žemės ir miškų ūkio įrenginių operatoriai
darbo_kodas_581, 8342,2 - Žemės darbų ir panašių mašinų operatoriai
darbo_kodas_582, 8343,"3 - Kranų, kėlimo įrenginių ir panašių mašinų operatoriai"
darbo_kodas_583, 8344,4 - Krovininių platformų ir krautuvų operatoriai
darbo_kodas_584, 8350,0 - Laivų įgulų nariai ir giminiškų profesijų darbininkai
darbo_kodas_585, 9111,1 - Namų valytojai ir pagalbininkai
darbo_kodas_586, 9112,"2 - Biurų, viešbučių ir kitų įstaigų valytojai, kambarinės ir pagalbininkai"
darbo_kodas_587, 9121,1 - Skalbėjai ir lygintojai (rankomis)
darbo_kodas_588, 9122,2 - Transporto priemonių plovėjai
darbo_kodas_589, 9123,3 - Langų plovėjai
darbo_kodas_590, 9129,9 - Kiti valytojai
darbo_kodas_591, 9211,1 - Nekvalifikuoti augalininkystės ūkio darbininkai
darbo_kodas_592, 9212,2 - Nekvalifikuoti gyvulininkystės ūkio darbininkai
darbo_kodas_593, 9213,3 - Nekvalifikuoti mišriojo augalininkystės ir gyvulininkystės ūkio darbininkai
darbo_kodas_594, 9214,4 - Nekvalifikuoti sodininkystės ir daržininkystės ūkio darbininkai
darbo_kodas_595, 9215,5 - Nekvalifikuoti miškų ūkio darbininkai
darbo_kodas_596, 9216,6 - Nekvalifikuoti žuvininkystės ir akvakultūros ūkio darbininkai
darbo_kodas_597, 9311,1 - Nekvalifikuoti gavybos ir karjerų eksploatavimo darbininkai
darbo_kodas_598, 9312,2 - Nekvalifikuoti inžinerinių statinių statybos darbininkai
darbo_kodas_599, 9313,3 - Nekvalifikuoti pastatų statybos darbininkai
darbo_kodas_600, 9321,1 - Pakuotojai (rankomis)
darbo_kodas_601, 9329,9 - Kitur nepriskirti nekvalifikuoti apdirbimo pramonės darbininkai
darbo_kodas_602, 9331,1 - Rankinių ir pedalinių transporto priemonių vairuotojai
darbo_kodas_603, 9332,2 - Traukiančių transporto priemones ir mašinas gyvulių vadeliotojai
darbo_kodas_604, 9333,3 - Krovikai
darbo_kodas_605, 9334,4 - Prekių krovėjai į lentynas
darbo_kodas_606, 9411,1 - Greitojo maisto ruošėjai
darbo_kodas_607, 9412,2 - Virtuvės pagalbininkai
darbo_kodas_608, 9510,0 - Gatvėje teikiamų paslaugų teikėjai
darbo_kodas_609, 9520,0 - Ne maisto produktų gatvės pardavėjai
darbo_kodas_610, 9611,1 - Buitinių atliekų surinkėjai
darbo_kodas_611, 9612,2 - Buitinių atliekų rūšiuotojai
darbo_kodas_612, 9613,3 - Kiemsargiai ir giminiškų profesijų darbininkai
darbo_kodas_613, 9621,"1 - Kurjeriai, pasiuntiniai ir bagažo nešikai"
darbo_kodas_614, 9622,2 - Nekvalifikuoti atsitiktinių darbų darbininkai
darbo_kodas_615, 9623,3 - Pinigų iš automatų surinkėjai ir matuoklių rodmenų tikrintojai
darbo_kodas_616, 9624,4 - Vandens vežikai ir malkų rinkėjai
darbo_kodas_617, 9629,9 - Kitur nepriskirti nekvalifikuoti darbininkai
darbo_kodas_618, 0110,"0 - Ginkluotųjų pajėgų karininkai, generolai ir admirolai"
darbo_kodas_619, 0210,"0 - Ginkluotųjų pajėgų puskarininkiai, seržantai ir viršilos"
darbo_kodas_620, 0310,"0 - Ginkluotųjų pajėgų profesijos, kiti laipsniai"
