id,code,name,active
evrk_C241000,C241000,Tomo ketaus ir plieno bei ferolydinių gamyba,TRUE
evrk_C242000,C242000,"Plieninių vamzdžių, vamzdelių, tuščiavidurių profilių ir susijusių jungiamųjų detalių gamyba",TRUE
evrk_C242000,C242000,"Plieninių vamzdžių, vamzdelių, tuščiavidurių profilių ir susijusių jungiamųjų detalių gamyba",TRUE
evrk_C243000,C243000,Kitų plieno pirminio apdirbimo gaminių gamyba,TRUE
evrk_C243100,C243100,Šaltasis strypų tempimas,TRUE
evrk_C243200,C243200,Šaltasis siaurų juostų valcavimas,TRUE
evrk_C243300,C243300,Šaltasis formavimas ar lankstymas,TRUE
evrk_C243400,C243400,Šaltasis vielos tempimas,TRUE
evrk_C244000,C244000,Pagrindinių tauriųjų ir kitų spalvotųjų metalų gamyba,TRUE
evrk_C244100,C244100,Tauriųjų metalų gamyba,TRUE
evrk_C244200,C244200,Aliuminio gamyba,TRUE
evrk_C244300,C244300,"Švino, cinko ir alavo gamyba",TRUE
evrk_C244400,C244400,Vario gamyba,TRUE
evrk_C244500,C244500,Kitų spalvotųjų metalų gamyba,TRUE
evrk_C244600,C244600,Branduolinio kuro perdirbimas,TRUE
evrk_C245000,C245000,Metalų liejinių gamyba,TRUE
evrk_C245100,C245100,Geležies liejinių gamyba,TRUE
evrk_C245200,C245200,Plieno liejinių gamyba,TRUE
evrk_C245300,C245300,Lengvųjų metalų liejinių gamyba,TRUE
evrk_C245400,C245400,Kitų spalvotųjų metalų liejinių gamyba,TRUE
evrk_C250000,C250000,"Metalo gaminių, išskyrus mašinas ir įrenginius, gamyba",TRUE
evrk_C251000,C251000,Konstrukcinių metalo gaminių gamyba,TRUE
evrk_C251100,C251100,Metalo konstrukcijų ir jų dalių gamyba,TRUE
evrk_C251200,C251200,Metalinių durų ir langų gamyba,TRUE
evrk_C252000,C252000,"Metalinių cisternų, rezervuarų ir talpyklų gamyba",TRUE
evrk_C252100,C252100,Centrinio šildymo radiatorių ir katilų gamyba,TRUE
evrk_C252900,C252900,"Kitų metalinių cisternų, rezervuarų ir talpyklų gamyba",TRUE
evrk_C252910,C252910,Metalinių talpyklų suslėgtosioms ar suskystintosioms dujoms gamyba,TRUE
evrk_C253000,C253000,"Garo generatorių, išskyrus centrinio šildymo karšto vandens katilus, gamyba",TRUE
evrk_C253000,C253000,"Garo generatorių, išskyrus centrinio šildymo karšto vandens katilus, gamyba",TRUE
evrk_C254000,C254000,Ginklų ir šaudmenų gamyba,TRUE
evrk_C254000,C254000,Ginklų ir šaudmenų gamyba,TRUE
evrk_C255000,C255000,"Metalo kalimas, presavimas, štampavimas ir profiliavimas; miltelių metalurgija",TRUE
evrk_C255000,C255000,"Metalo kalimas, presavimas, štampavimas ir profiliavimas; miltelių metalurgija",TRUE
evrk_C256000,C256000,Metalų apdorojimas ir dengimas; mechaninis apdirbimas,TRUE
evrk_C256100,C256100,Metalų apdorojimas ir dengimas,TRUE
evrk_C256200,C256200,Mechaninis apdirbimas,TRUE
evrk_C257000,C257000,"Valgomųjų įrankių, kitų įrankių ir bendrųjų metalo dirbinių gamyba",TRUE
evrk_C257100,C257100,Valgomųjų ir kitų pjovimo įrankių gamyba,TRUE
evrk_C257200,C257200,Spynų ir vyrių gamyba,TRUE
evrk_C257300,C257300,Kitų įrankių gamyba,TRUE
evrk_C259000,C259000,Kitų metalo gaminių gamyba,TRUE
evrk_C259100,C259100,Plieninių statinių ir panašių talpyklų gamyba,TRUE
evrk_C259200,C259200,Lengvųjų metalų taros gamyba,TRUE
evrk_C259300,C259300,"Vielos gaminių, grandinių ir spyruoklių gamyba",TRUE
evrk_C259400,C259400,Tvirtinimo detalių ir sriegimo mašinų gaminių gamyba,TRUE
evrk_C259900,C259900,"Kitų, niekur kitur nepriskirtų, metalo gaminių gamyba",TRUE
evrk_C260000,C260000,"Kompiuterinių, elektroninių ir optinių gaminių gamyba",TRUE
evrk_C261000,C261000,Elektroninių komponentų ir plokščių gamyba,TRUE
evrk_C261100,C261100,Elektroninių komponentų gamyba,TRUE
evrk_C261200,C261200,Sumontuotų elektroninių plokščių gamyba,TRUE
evrk_C262000,C262000,Kompiuterių ir išorinės įrangos gamyba,TRUE
evrk_C262000,C262000,Kompiuterių ir išorinės įrangos gamyba,TRUE
evrk_C263000,C263000,Ryšių įrangos gamyba,TRUE
evrk_C263000,C263000,Ryšių įrangos gamyba,TRUE
evrk_C264000,C264000,Vartotojiškos elektroninės įrangos gamyba,TRUE
evrk_C264000,C264000,Vartotojiškos elektroninės įrangos gamyba,TRUE
evrk_C265000,C265000,"Matavimo, bandymo, navigacinės ir kontrolės įrangos gamyba; įvairių tipų laikrodžių gamyba",TRUE
evrk_C265100,C265100,"Matavimo, bandymo, navigacinės ir kontrolės įrangos prietaisų ir aparatų gamyba",TRUE
evrk_C265110,C265110,Elektros skaitiklių gamyba,TRUE
evrk_C265120,C265120,Vandens skaitiklių gamyba,TRUE
evrk_C265130,C265130,Dujų skaitiklių gamyba,TRUE
evrk_C265140,C265140,Automatinio reguliavimo ir kontrolės prietaisų gamyba,TRUE
evrk_C265200,C265200,Įvairių tipų laikrodžių gamyba,TRUE
evrk_C266000,C266000,"Švitinimo, elektromedicininės ir elektroterapinės įrangos gamyba",TRUE
evrk_C266000,C266000,"Švitinimo, elektromedicininės ir elektroterapinės įrangos gamyba",TRUE
evrk_C267000,C267000,Optinių prietaisų ir fotografijos įrangos gamyba,TRUE
evrk_C267000,C267000,Optinių prietaisų ir fotografijos įrangos gamyba,TRUE
evrk_C268000,C268000,Magnetinių ir optinių laikmenų gamyba,TRUE
evrk_C268000,C268000,Magnetinių ir optinių laikmenų gamyba,TRUE
evrk_C270000,C270000,Elektros įrangos gamyba,TRUE
evrk_C271000,C271000,"Elektros variklių, generatorių, transformatorių bei elektros skirstomosios ir valdymo įrangos gamyba",TRUE
evrk_C271100,C271100,"Elektros variklių, generatorių ir transformatorių gamyba",TRUE
evrk_C271200,C271200,Elektros skirstomosios ir valdymo įrangos gamyba,TRUE
evrk_C272000,C272000,Baterijų ir akumuliatorių gamyba,TRUE
evrk_C272000,C272000,Baterijų ir akumuliatorių gamyba,TRUE
evrk_C273000,C273000,Laidų ir instaliacijos įtaisų gamyba,TRUE
evrk_C273100,C273100,Skaidulinės optikos kabelių gamyba,TRUE
evrk_C273200,C273200,Kitų elektronikos bei elektros laidų ir kabelių gamyba,TRUE
evrk_C273300,C273300,Instaliacijos įtaisų gamyba,TRUE
evrk_C274000,C274000,Elektros apšvietimo įrangos gamyba,TRUE
evrk_C274000,C274000,Elektros apšvietimo įrangos gamyba,TRUE
evrk_C275000,C275000,Buitinių aparatų ir prietaisų gamyba,TRUE
evrk_C275100,C275100,Buitinių elektrinių aparatų ir prietaisų gamyba,TRUE
evrk_C275200,C275200,Buitinių neelektrinių aparatų ir prietaisų gamyba,TRUE
evrk_C279000,C279000,Kitos elektros įrangos gamyba,TRUE
evrk_C279000,C279000,Kitos elektros įrangos gamyba,TRUE
evrk_C280000,C280000,Niekur kitur nepriskirtų mašinų ir įrangos gamyba,TRUE
evrk_C281000,C281000,Bendrosios paskirties mašinų gamyba,TRUE
evrk_C281100,C281100,"Variklių ir turbinų, išskyrus orlaivių, transporto priemonių ir motociklų variklius, gamyba",TRUE
evrk_C281200,C281200,Hidraulinės energijos įrangos gamyba,TRUE
evrk_C281300,C281300,Kitų siurblių ir kompresorių gamyba,TRUE
evrk_C281400,C281400,Kitų čiaupų ir sklendžių gamyba,TRUE
evrk_C281500,C281500,"Guolių, krumpliaračių, krumplinių pavarų ir varomųjų elementų gamyba",TRUE
evrk_C282000,C282000,Kitų bendrosios paskirties mašinų ir įrangos gamyba,TRUE
evrk_C282100,C282100,"Orkaičių, krosnių ir krosnių degiklių gamyba",TRUE
evrk_C282200,C282200,Kėlimo ir krovimo įrangos gamyba,TRUE
evrk_C282300,C282300,Įstaigos mašinų ir įrangos (išskyrus kompiuterius ir išorinę įrangą) gamyba,TRUE
evrk_C282400,C282400,Variklinių rankinių įrankių gamyba,TRUE
evrk_C282500,C282500,Nebuitinių aušinimo ir vėdinimo įrenginių gamyba,TRUE
evrk_C282900,C282900,"Kitų, niekur kitur nepriskirtų, bendrosios paskirties mašinų ir įrangos gamyba",TRUE
evrk_C283000,C283000,Žemės ir miškų ūkio mašinų gamyba,TRUE
evrk_C283000,C283000,Žemės ir miškų ūkio mašinų gamyba,TRUE
evrk_C284000,C284000,Metalo formavimo įrangos ir staklių gamyba,TRUE
evrk_C284100,C284100,Metalo formavimo įrangos gamyba,TRUE
evrk_C284900,C284900,Kitų staklių gamyba,TRUE
evrk_C289000,C289000,Kitų specialiosios paskirties mašinų gamyba,TRUE
evrk_C289100,C289100,Metalurgijos mašinų gamyba,TRUE
evrk_C289200,C289200,"Kasybos, karjerų eksploatavimo ir statybos mašinų gamyba",TRUE
evrk_C289300,C289300,"Maisto, gėrimų ir tabako apdorojimo mašinų gamyba",TRUE
evrk_C289400,C289400,"Tekstilės, drabužių ir odos gaminių gamybos mašinų gamyba",TRUE
evrk_C289500,C289500,Popieriaus ir kartono gamybos mašinų gamyba,TRUE
evrk_C289600,C289600,Plastikų ir gumos gamybos mašinų gamyba,TRUE
evrk_C289900,C289900,"Kitų, niekur kitur nepriskirtų, specialiosios paskirties mašinų gamyba",TRUE
evrk_C290000,C290000,"Variklinių transporto priemonių, priekabų ir puspriekabių gamyba",TRUE
evrk_C291000,C291000,Variklinių transporto priemonių gamyba,TRUE
evrk_C291000,C291000,Variklinių transporto priemonių gamyba,TRUE
evrk_C292000,C292000,Variklinių transporto priemonių kėbulų gamyba; priekabų ir puspriekabių gamyba,TRUE
evrk_C292000,C292000,Variklinių transporto priemonių kėbulų gamyba; priekabų ir puspriekabių gamyba,TRUE
evrk_C293000,C293000,Variklinių transporto priemonių dalių ir pagalbinių reikmenų gamyba,TRUE
evrk_C293100,C293100,Variklinių transporto priemonių elektros ir elektroninės įrangos gamyba,TRUE
evrk_C293200,C293200,Variklinių transporto priemonių kitų dalių ir reikmenų gamyba,TRUE
evrk_C300000,C300000,Kitų transporto priemonių ir įrangos gamyba,TRUE
evrk_C301000,C301000,Įvairių tipų laivų statyba,TRUE
evrk_C301100,C301100,Laivų ir plūdriųjų konstrukcijų statyba,TRUE
evrk_C301200,C301200,Pramoginių ir sportinių katerių (laivų) statyba,TRUE
evrk_C302000,C302000,Geležinkelio lokomotyvų bei riedmenų gamyba,TRUE
evrk_C302000,C302000,Geležinkelio lokomotyvų bei riedmenų gamyba,TRUE
evrk_C303000,C303000,Orlaivių ir erdvėlaivių bei susijusios įrangos gamyba,TRUE
evrk_C303000,C303000,Orlaivių ir erdvėlaivių bei susijusios įrangos gamyba,TRUE
evrk_C304000,C304000,Karinių kovinių transporto priemonių gamyba,TRUE
evrk_C304000,C304000,Karinių kovinių transporto priemonių gamyba,TRUE
evrk_C309000,C309000,Niekur kitur nepriskirtų transporto priemonių gamyba,TRUE
evrk_C309100,C309100,Motociklų gamyba,TRUE
evrk_C309200,C309200,Dviračių ir invalidų vežimėlių gamyba,TRUE
evrk_C309900,C309900,"Kitos, niekur kitur nepriskirtos, transporto įrangos gamyba",TRUE
evrk_C310000,C310000,Baldų gamyba,TRUE
evrk_C310000,C310000,Baldų gamyba,TRUE
evrk_C310100,C310100,Įstaigos ir prekybos įmonių (parduotuvių) baldų gamyba,TRUE
evrk_C310200,C310200,Virtuvės baldų gamyba,TRUE
evrk_C310300,C310300,Čiužinių gamyba,TRUE
evrk_C310900,C310900,Kitų baldų gamyba,TRUE
evrk_C320000,C320000,Kita gamyba,TRUE
evrk_C321000,C321000,"Papuošalų, juvelyrinių, bižuterijos ir panašių dirbinių gamyba",TRUE
evrk_C321100,C321100,Monetų kalimas,TRUE
evrk_C321200,C321200,"Papuošalų, juvelyrinių ir panašių dirbinių gamyba",TRUE
evrk_C321300,C321300,Dirbtinės bižuterijos ir panašių dirbinių gamyba,TRUE
evrk_C322000,C322000,Muzikos instrumentų gamyba,TRUE
evrk_C322000,C322000,Muzikos instrumentų gamyba,TRUE
evrk_C323000,C323000,Sporto reikmenų gamyba,TRUE
evrk_C323000,C323000,Sporto reikmenų gamyba,TRUE
evrk_C324000,C324000,Žaidimų ir žaislų gamyba,TRUE
evrk_C324000,C324000,Žaidimų ir žaislų gamyba,TRUE
evrk_C324010,C324010,Konstravimo rinkinių gamyba,TRUE
evrk_C324020,C324020,Plastikinių žaislų gamyba,TRUE
evrk_C324030,C324030,Medinių žaislų gamyba,TRUE
evrk_C324040,C324040,Kimštinių žaislų gamyba,TRUE
evrk_C324050,C324050,Stalo arba kambario žaidimų gamyba,TRUE
evrk_C324060,C324060,Plastikinių triračių ir kitų žaislų su ratukais gamyba,TRUE
evrk_C324070,C324070,Elektrinių žaislų ir žaidimų gamyba,TRUE
evrk_C325000,C325000,"Medicinos ir odontologijos prietaisų, instrumentų ir reikmenų gamyba",TRUE
evrk_C325000,C325000,"Medicinos ir odontologijos prietaisų, instrumentų ir reikmenų gamyba",TRUE
evrk_C325010,C325010,Odontologinio cemento gamyba,TRUE
evrk_C325020,C325020,Ortopedinių ir kitokių įtaisų gamyba,TRUE
evrk_C325030,C325030,Protezų gamyba,TRUE
evrk_C329000,C329000,Niekur kitur nepriskirta gamyba,TRUE
evrk_C329100,C329100,Šluotų ir šepečių gamyba,TRUE
evrk_C329900,C329900,"Kita, niekur kitur nepriskirta, gamyba",TRUE
evrk_C329910,C329910,Medinių karstų ir kitų laidojimo reikmenų gamyba,TRUE
evrk_C330000,C330000,Mašinų ir įrangos remontas ir įrengimas,TRUE
evrk_C331000,C331000,"Metalo gaminių, mašinų ir įrangos remontas",TRUE
evrk_C331100,C331100,Metalo gaminių remontas,TRUE
evrk_C331200,C331200,Mašinų remontas,TRUE
evrk_C331300,C331300,Elektroninės ir optinės įrangos remontas,TRUE
evrk_C331400,C331400,Elektros įrangos remontas,TRUE
evrk_C331500,C331500,Įvairių tipų laivų remontas ir techninė priežiūra,TRUE
evrk_C331600,C331600,Orlaivių ir erdvėlaivių remontas ir techninė priežiūra,TRUE
evrk_C331700,C331700,Kitų transporto priemonių remontas ir techninė priežiūra,TRUE
evrk_C331900,C331900,Kitos įrangos remontas,TRUE
evrk_C332000,C332000,Pramoninių mašinų ir įrangos įrengimas,TRUE
evrk_C332000,C332000,Pramoninių mašinų ir įrangos įrengimas,TRUE
evrk_D350000,D350000,"Elektros, dujų, garo tiekimas ir oro kondicionavimas",TRUE
evrk_D351000,D351000,"Elektros energijos gamyba, perdavimas ir paskirstymas",TRUE
evrk_D351100,D351100,Elektros gamyba,TRUE
evrk_D351200,D351200,Elektros perdavimas,TRUE
evrk_D351300,D351300,Elektros paskirstymas,TRUE
evrk_D351400,D351400,Elektros pardavimas,TRUE
evrk_D352000,D352000,Dujų gamyba; dujinio kuro paskirstymas dujotiekiais,TRUE
evrk_D352100,D352100,Dujų gamyba,TRUE
evrk_D352200,D352200,Dujinio kuro paskirstymas dujotiekiais,TRUE
evrk_D352300,D352300,Dujų pardavimas dujotiekiais,TRUE
evrk_D353000,D353000,Garo tiekimas ir oro kondicionavimas,TRUE
evrk_D353000,D353000,Garo tiekimas ir oro kondicionavimas,TRUE
evrk_D353010,D353010,Garo tiekimas,TRUE
evrk_D353020,D353020,Karšto vandens tiekimas,TRUE
evrk_E360000,E360000,"Vandens surinkimas, valymas ir tiekimas",TRUE
evrk_E360000,E360000,"Vandens surinkimas, valymas ir tiekimas",TRUE
evrk_E360000,E360000,"Vandens surinkimas, valymas ir tiekimas",TRUE
evrk_E360010,E360010,Vandens surinkimas ir valymas,TRUE
evrk_E360020,E360020,Vandens tiekimas pramonės įmonėms,TRUE
evrk_E360030,E360030,Vandens tiekimas gyventojams,TRUE
evrk_E370000,E370000,Nuotekų valymas,TRUE
evrk_E370000,E370000,Nuotekų valymas,TRUE
evrk_E370000,E370000,Nuotekų valymas,TRUE
evrk_E380000,E380000,"Atliekų surinkimas, tvarkymas ir šalinimas; medžiagų atgavimas",TRUE
evrk_E381000,E381000,Atliekų surinkimas,TRUE
evrk_E381100,E381100,Nepavojingų atliekų surinkimas,TRUE
evrk_E381200,E381200,Pavojingų atliekų surinkimas,TRUE
evrk_E382000,E382000,Atliekų tvarkymas ir šalinimas,TRUE
evrk_E382100,E382100,Nepavojingų atliekų tvarkymas ir šalinimas,TRUE
evrk_E382200,E382200,Pavojingų atliekų tvarkymas ir šalinimas,TRUE
evrk_E383000,E383000,Medžiagų atgavimas,TRUE
evrk_E383100,E383100,Mašinų duženų išmontavimas,TRUE
evrk_E383200,E383200,Išrūšiuotų medžiagų atgavimas,TRUE
evrk_E390000,E390000,Regeneravimas ir kita atliekų tvarkyba,TRUE
evrk_E390000,E390000,Regeneravimas ir kita atliekų tvarkyba,TRUE
evrk_E390000,E390000,Regeneravimas ir kita atliekų tvarkyba,TRUE
evrk_F410000,F410000,Pastatų statyba,TRUE
evrk_F411000,F411000,Statybų plėtra,TRUE
evrk_F411000,F411000,Statybų plėtra,TRUE
evrk_F412000,F412000,Gyvenamųjų ir negyvenamųjų pastatų statyba,TRUE
evrk_F412000,F412000,Gyvenamųjų ir negyvenamųjų pastatų statyba,TRUE
evrk_F412010,F412010,Naujų pastatų statyba,TRUE
evrk_F412020,F412020,"Pastatų remontas, restauravimas ir rekonstravimas",TRUE
evrk_F420000,F420000,Inžinerinių statinių statyba,TRUE
evrk_F421000,F421000,Kelių ir geležinkelių tiesimas,TRUE
evrk_F421100,F421100,Kelių ir automagistralių tiesimas,TRUE
evrk_F421110,F421110,Kelio dangos ir stovėjimo aikštelių ženklinimas,TRUE
evrk_F421200,F421200,Geležinkelių ir požeminių geležinkelių tiesimas,TRUE
evrk_F421300,F421300,Tiltų ir tunelių statyba,TRUE
evrk_F422000,F422000,Komunalinių statinių statyba,TRUE
evrk_F422100,F422100,Komunalinių nuotekų statinių statyba,TRUE
evrk_F422200,F422200,Komunalinių elektros ir telekomunikacijos statinių statyba,TRUE
evrk_F429000,F429000,Kitų inžinerinių statinių statyba,TRUE
evrk_F429100,F429100,Vandens statinių statyba,TRUE
evrk_F429900,F429900,"Kitų, niekur kitur nepriskirtų, inžinerinių statinių statyba",TRUE
evrk_F430000,F430000,Specializuota statybos veikla,TRUE
evrk_F431000,F431000,Statinių nugriovimas ir statybvietės paruošimas,TRUE
evrk_F431100,F431100,Statinių nugriovimas,TRUE
evrk_F431200,F431200,Statybvietės paruošimas,TRUE
evrk_F431210,F431210,Paruošiamieji žemės kasimo darbai tiesiant kelius,TRUE
evrk_F431220,F431220,Žemės darbai statybos aikštelėse,TRUE
evrk_F431230,F431230,Sausinimo ir drėkinimo sistemų tiesimas,TRUE
evrk_F431300,F431300,Žvalgomasis gręžimas,TRUE
evrk_F432000,F432000,"Elektros, vandentiekio ir kitos įrangos įrengimas",TRUE
evrk_F432100,F432100,Elektros sistemų įrengimas,TRUE
evrk_F432110,F432110,Pastatų ir statinių elektros tinklų įrengimas,TRUE
evrk_F432120,F432120,Gaisro pavojaus ir apsaugos signalizacijos įrengimas,TRUE
evrk_F432130,F432130,"Antenų, ryšio sistemų įrengimas",TRUE
evrk_F432200,F432200,"Vandentiekio, šildymo ir oro kondicionavimo sistemų įrengimas",TRUE
evrk_F432900,F432900,Kitos įrangos įrengimas,TRUE
evrk_F433000,F433000,Statybos baigimas ir apdaila,TRUE
evrk_F433100,F433100,Tinkavimas,TRUE
evrk_F433200,F433200,Staliaus dirbinių įrengimas,TRUE
evrk_F433300,F433300,Grindų ir sienų dengimas,TRUE
evrk_F433400,F433400,Dažymas ir stiklinimas,TRUE
evrk_F433900,F433900,Kiti statybos baigiamieji ir apdailos darbai,TRUE
evrk_F439000,F439000,Kita specializuota statybos veikla,TRUE
evrk_F439100,F439100,Stogų dengimas,TRUE
evrk_F439900,F439900,"Kita, niekur kitur nepriskirta, specializuota statybos veikla",TRUE
evrk_G450000,G450000,Variklinių transporto priemonių ir motociklų didmeninė ir mažmeninė prekyba bei remontas,TRUE
evrk_G451000,G451000,Variklinių transporto priemonių pardavimas,TRUE
evrk_G451100,G451100,Automobilių ir lengvųjų variklinių transporto priemonių pardavimas,TRUE
evrk_G451900,G451900,Kitų variklinių transporto priemonių pardavimas,TRUE
evrk_G452000,G452000,Variklinių transporto priemonių techninė priežiūra ir remontas,TRUE
evrk_G452000,G452000,Variklinių transporto priemonių techninė priežiūra ir remontas,TRUE
evrk_G453000,G453000,Variklinių transporto priemonių atsarginių dalių ir pagalbinių reikmenų pardavimas,TRUE
evrk_G453100,G453100,Variklinių transporto priemonių atsarginių dalių ir pagalbinių reikmenų didmeninė prekyba,TRUE
evrk_G453200,G453200,Variklinių transporto priemonių atsarginių dalių ir pagalbinių reikmenų mažmeninė prekyba,TRUE
evrk_G454000,G454000,"Motociklų ir jų atsarginių dalių bei pagalbinių reikmenų pardavimas, techninė priežiūra ir remontas",TRUE
evrk_G454000,G454000,"Motociklų ir jų atsarginių dalių bei pagalbinių reikmenų pardavimas, techninė priežiūra ir remontas",TRUE
evrk_G460000,G460000,"Didmeninė prekyba, išskyrus prekybą variklinėmis transporto priemonėmis ir motociklais",TRUE
evrk_G461000,G461000,Didmeninė prekyba už atlygį ar pagal sutartį,TRUE
evrk_G461100,G461100,"Žemės ūkio žaliavų, gyvų gyvulių, tekstilės žaliavų ir pusgaminių pardavimo agentų veikla",TRUE
evrk_G461200,G461200,"Degalų, rūdų, metalų ir pramoninių cheminių preparatų pardavimo agentų veikla",TRUE
evrk_G461300,G461300,Statybinio miško ir statybinių medžiagų pardavimo agentų veikla,TRUE
evrk_G461400,G461400,"Mašinų, pramonės įrangos, laivų ir lėktuvų pardavimo agentų veikla",TRUE
evrk_G461500,G461500,"Baldų, namų ūkio reikmenų, metalo ir geležies dirbinių pardavimo agentų veikla",TRUE
evrk_G461600,G461600,"Tekstilės, drabužių, kailių, avalynės ir odos dirbinių pardavimo agentų veikla",TRUE
evrk_G461700,G461700,"Maisto produktų, gėrimų ir tabako pardavimo agentų veikla",TRUE
evrk_G461800,G461800,Kitų specifinių produktų pardavimo agentų specializuota veikla,TRUE
evrk_G461900,G461900,Įvairių prekių pardavimo agentų veikla,TRUE
evrk_G462000,G462000,Žemės ūkio žaliavų ir gyvų gyvulių didmeninė prekyba,TRUE
evrk_G462100,G462100,"Grūdų, neperdirbto tabako, sėklų ir pašarų gyvuliams didmeninė prekyba",TRUE
evrk_G462200,G462200,Gėlių ir sodinukų didmeninė prekyba,TRUE
evrk_G462300,G462300,Gyvų gyvulių didmeninė prekyba,TRUE
evrk_G462400,G462400,Kailių ir odų didmeninė prekyba,TRUE
evrk_G463000,G463000,"Maisto produktų, gėrimų, tabako ir jo gaminių didmeninė prekyba",TRUE
evrk_G463100,G463100,"Vaisių, uogų ir daržovių didmeninė prekyba",TRUE
evrk_G463200,G463200,Mėsos ir mėsos produktų didmeninė prekyba,TRUE
evrk_G463300,G463300,"Pieno produktų, kiaušinių bei valgomųjų aliejaus ir riebalų didmeninė prekyba",TRUE
evrk_G463400,G463400,Gėrimų didmeninė prekyba,TRUE
evrk_G463410,G463410,Alkoholinių gėrimų didmeninė prekyba,TRUE
evrk_G463420,G463420,Nealkoholinių gėrimų didmeninė prekyba,TRUE
evrk_G463500,G463500,Tabako gaminių didmeninė prekyba,TRUE
evrk_G463600,G463600,"Cukraus, šokolado ir cukraus saldumynų didmeninė prekyba",TRUE
evrk_G463700,G463700,"Kavos, arbatos, kakavos ir prieskonių didmeninė prekyba",TRUE
evrk_G463800,G463800,"Kitų maisto produktų, įskaitant žuvis, vėžiagyvius ir moliuskus, didmeninė prekyba",TRUE
evrk_G463900,G463900,"Maisto produktų, gėrimų ir tabako nespecializuota didmeninė prekyba",TRUE
evrk_G464000,G464000,Namų ūkio reikmenų didmeninė prekyba,TRUE
evrk_G464100,G464100,Tekstilės gaminių didmeninė prekyba,TRUE
evrk_G464200,G464200,Drabužių ir avalynės didmeninė prekyba,TRUE
evrk_G464210,G464210,Guminės avalynės didmeninė prekyba,TRUE
evrk_G464220,G464220,Odinės avalynės didmeninė prekyba,TRUE
evrk_G464230,G464230,Kailinių gaminių didmeninė prekyba,TRUE
evrk_G464240,G464240,Drabužių ir drabužių priedų didmeninė prekyba,TRUE
evrk_G464300,G464300,Elektrinių buitinių aparatų arba prietaisų didmeninė prekyba,TRUE
evrk_G464400,G464400,Porceliano ir stiklo dirbinių bei valymo priemonių didmeninė prekyba,TRUE
evrk_G464410,G464410,Porceliano ir stiklo dirbinių didmeninė prekyba,TRUE
evrk_G464420,G464420,Valymo priemonių didmeninė prekyba,TRUE
evrk_G464500,G464500,Kvepalų ir kosmetikos priemonių didmeninė prekyba,TRUE
evrk_G464600,G464600,Farmacijos prekių didmeninė prekyba,TRUE
evrk_G464610,G464610,Chirurginių ir ortopedinių instrumentų bei protezų didmeninė prekyba,TRUE
evrk_G464620,G464620,Vaistų ir vaistinių medžiagų didmeninė prekyba,TRUE
evrk_G464700,G464700,"Baldų, kilimų ir apšvietimo įrangos didmeninė prekyba",TRUE
evrk_G464800,G464800,"Laikrodžių, papuošalų ir juvelyrinių dirbinių didmeninė prekyba",TRUE
evrk_G464900,G464900,Kitų namų ūkio reikmenų didmeninė prekyba,TRUE
evrk_G465000,G465000,Informacijos ir ryšių technologijų (IRT) įrangos didmeninė prekyba,TRUE
evrk_G465100,G465100,"Kompiuterių, jų išorinės ir programinės įrangos didmeninė prekyba",TRUE
evrk_G465200,G465200,Elektroninės ir telekomunikacinės įrangos ir jos dalių didmeninė prekyba,TRUE
evrk_G466000,G466000,"Kitų mašinų, įrangos ir reikmenų didmeninė prekyba",TRUE
evrk_G466100,G466100,"Žemės ūkio mašinų, įrangos ir reikmenų didmeninė prekyba",TRUE
evrk_G466200,G466200,Staklių didmeninė prekyba,TRUE
evrk_G466300,G466300,"Kasybos, statybos ir statybos inžinerijos mašinų didmeninė prekyba",TRUE
evrk_G466400,G466400,Tekstilės pramonės mašinų bei siuvamųjų ir mezgimo mašinų didmeninė prekyba,TRUE
evrk_G466500,G466500,Įstaigos baldų didmeninė prekyba,TRUE
evrk_G466600,G466600,Kitų įstaigos mašinų ir įrangos didmeninė prekyba,TRUE
evrk_G466900,G466900,Kitų mašinų ir įrangos didmeninė prekyba,TRUE
evrk_G467000,G467000,Kita specializuota didmeninė prekyba,TRUE
evrk_G467100,G467100,"Kietojo, skystojo ir dujinio kuro bei priedų didmeninė prekyba",TRUE
evrk_G467110,G467110,Kietojo kuro didmeninė prekyba,TRUE
evrk_G467120,G467120,Benzino didmeninė prekyba,TRUE
evrk_G467130,G467130,Dujinio kuro didmeninė prekyba,TRUE
evrk_G467140,G467140,Dyzelinio kuro didmeninė prekyba,TRUE
evrk_G467150,G467150,Tepalų didmeninė prekyba,TRUE
evrk_G467200,G467200,Metalų rūdų ir metalų didmeninė prekyba,TRUE
evrk_G467300,G467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",TRUE
evrk_G467310,G467310,Popierinių sienų apmušalų didmeninė prekyba,TRUE
evrk_G467400,G467400,"Metalinių dirbinių, vandentiekio ir šildymo įrangos bei reikmenų didmeninė prekyba",TRUE
evrk_G467410,G467410,Geležies dirbinių didmeninė prekyba,TRUE
evrk_G467420,G467420,Vandentiekio įrangos didmeninė prekyba,TRUE
evrk_G467430,G467430,Šildymo įrangos didmeninė prekyba,TRUE
evrk_G467500,G467500,Chemijos produktų didmeninė prekyba,TRUE
evrk_G467510,G467510,Agrocheminių produktų ir trąšų didmeninė prekyba,TRUE
evrk_G467520,G467520,Ne vaistinės paskirties stipriai veikiančiųjų ir nuodingųjų medžiagų didmeninė prekyba,TRUE
